commitment_debt_end,deferred_ratio,false_commitment_exposure,generated,policy_config_id,policy_name,rejected_ratio,resource_reservation_waste,selection_split,true_progress,validation_pareto
45.15161803,0.13194444444444445,94.57524525,144.0,action_admission_cfg001,action_admission,0.06944444444444445,8.8802315,validation,43.145596600000005,1
42.29575594666667,0.13194444444444445,87.66330425000001,144.0,action_admission_cfg002,action_admission,0.06944444444444445,8.8802315,validation,42.5845366,1
47.51663115666667,0.09722222222222222,90.14677125,144.0,action_admission_cfg003,action_admission,0.06944444444444445,10.7876015,validation,43.4330782,1
42.273805466666666,0.09722222222222222,88.07703865,144.0,action_admission_cfg004,action_admission,0.06944444444444445,8.8802315,validation,42.5845366,1
47.51663115666667,0.09722222222222222,90.14677125,144.0,action_admission_cfg005,action_admission,0.06944444444444445,10.7876015,validation,43.4330782,1
42.273805466666666,0.09722222222222222,88.07703865,144.0,action_admission_cfg007,action_admission,0.06944444444444445,8.8802315,validation,42.5845366,1
39.31706823,0.13194444444444445,101.85877065000001,144.0,action_admission_cfg010,action_admission,0.06944444444444445,18.1901015,validation,44.7618256,1
38.52253940666667,0.09722222222222222,92.48376085000001,144.0,action_admission_cfg012,action_admission,0.06944444444444445,10.7876015,validation,43.372011400000005,1
38.52253940666667,0.09722222222222222,92.48376085000001,144.0,action_admission_cfg015,action_admission,0.06944444444444445,10.7876015,validation,43.372011400000005,1
37.438242640000006,0.13194444444444445,110.54079125000001,144.0,action_admission_cfg017,action_admission,0.06944444444444445,18.1901015,validation,44.6342506,1
34.37328084,0.13194444444444445,93.09738905,144.0,action_admission_cfg018,action_admission,0.06944444444444445,13.4786915,validation,44.5021918,1
34.70215373,0.09722222222222222,86.58463465,144.0,action_admission_cfg020,action_admission,0.06944444444444445,13.4786915,validation,44.5021918,1
37.132308599999995,0.09722222222222222,98.20496505,144.0,action_admission_cfg022,action_admission,0.06944444444444445,10.7876015,validation,43.00768600000001,1
34.70215373,0.09722222222222222,86.58463465,144.0,action_admission_cfg023,action_admission,0.06944444444444445,13.4786915,validation,44.5021918,1
22.97197875333333,0.10416666666666667,66.5580926,144.0,closed_loop_cpb_cfg000,closed_loop_cpb,0.09027777777777778,2.1036915,validation,33.690715,1
19.566927646666667,0.10416666666666667,72.85240339999999,144.0,closed_loop_cpb_cfg001,closed_loop_cpb,0.1111111111111111,2.0387925,validation,34.268383400000005,1
14.96095719,0.0625,63.97617185,144.0,closed_loop_cpb_cfg002,closed_loop_cpb,0.1111111111111111,2.9261915,validation,34.600775,1
15.697602323333333,0.10416666666666667,80.97991395000001,144.0,closed_loop_cpb_cfg003,closed_loop_cpb,0.125,5.1887925,validation,34.6965908,1
12.018418366666666,0.0763888888888889,70.07773209999999,144.0,closed_loop_cpb_cfg004,closed_loop_cpb,0.1111111111111111,6.0761915,validation,35.2377148,1
9.847477759999999,0.1527777777777778,70.06181115,144.0,closed_loop_cpb_cfg005,closed_loop_cpb,0.125,5.288422499999999,validation,35.49145,1
13.610852229999999,0.05555555555555555,66.02068054999998,144.0,closed_loop_cpb_cfg006,closed_loop_cpb,0.125,2.9261915,validation,33.404586,1
10.38433017,0.16666666666666666,53.86260675,144.0,closed_loop_cpb_cfg007,closed_loop_cpb,0.1597222222222222,1.1724999999999999,validation,32.5048262,1
19.870908136666667,0.1597222222222222,81.09450745,144.0,closed_loop_cpb_cfg009,closed_loop_cpb,0.11805555555555555,0.7875,validation,35.9694006,1
17.26034043,0.0763888888888889,88.4412352,144.0,closed_loop_cpb_cfg010,closed_loop_cpb,0.10416666666666667,2.9261915,validation,36.196861,1
16.293244053333336,0.1597222222222222,69.94785544999999,144.0,closed_loop_cpb_cfg011,closed_loop_cpb,0.1527777777777778,1.1724999999999999,validation,35.4013228,1
21.179691673333334,0.05555555555555555,69.74458479999998,144.0,closed_loop_cpb_cfg012,closed_loop_cpb,0.1111111111111111,2.9261915,validation,33.959284000000004,1
17.242626886666667,0.1597222222222222,61.868881849999994,144.0,closed_loop_cpb_cfg013,closed_loop_cpb,0.11805555555555555,3.9375,validation,34.005921,1
17.20655705,0.05555555555555555,70.21560319999999,144.0,closed_loop_cpb_cfg014,closed_loop_cpb,0.10416666666666667,6.0761915,validation,34.942406000000005,1
13.138363573333335,0.18055555555555555,57.28216714999999,144.0,closed_loop_cpb_cfg015,closed_loop_cpb,0.1388888888888889,4.3225,validation,34.335993599999995,1
28.693483973333333,0.125,76.4347852,144.0,closed_loop_cpb_cfg016,closed_loop_cpb,0.0625,2.9261915,validation,36.364192,1
23.12521231,0.2152777777777778,77.5139275,144.0,closed_loop_cpb_cfg017,closed_loop_cpb,0.1111111111111111,1.1724999999999999,validation,36.360838599999994,1
27.769276480000002,0.25,71.00290425,144.0,closed_loop_cpb_cfg018,closed_loop_cpb,0.05555555555555555,0.8662924999999999,validation,32.4808616,1
25.97213551666667,0.20833333333333334,60.87718379999999,144.0,closed_loop_cpb_cfg019,closed_loop_cpb,0.06944444444444445,1.1724999999999999,validation,34.886104,1
22.174376500000005,0.1875,69.91010595,144.0,closed_loop_cpb_cfg020,closed_loop_cpb,0.08333333333333333,1.2162925,validation,32.6547588,1
21.69327378,0.18055555555555555,64.78410115,144.0,closed_loop_cpb_cfg021,closed_loop_cpb,0.09722222222222222,1.1724999999999999,validation,34.6608956,1
19.14500565,0.125,76.88262319999998,144.0,closed_loop_cpb_cfg022,closed_loop_cpb,0.125,5.1887925,validation,35.9088478,1
15.776172633333333,0.1736111111111111,60.23904985,144.0,closed_loop_cpb_cfg023,closed_loop_cpb,0.16666666666666666,4.3225,validation,35.3929628,1
48.71915808666666,0.0,64.5306752,144.0,fastest_broadcast_cfg000,fastest_broadcast,0.0,6.0761915,validation,40.6032402,1
48.71915808666666,0.0,64.5306752,144.0,fastest_broadcast_cfg001,fastest_broadcast,0.0,6.0761915,validation,40.6032402,1
48.71915808666666,0.0,64.5306752,144.0,fastest_broadcast_cfg002,fastest_broadcast,0.0,6.0761915,validation,40.6032402,1
678.4341911033333,0.0,115.86704959999999,144.0,fastest_broadcast_cfg005,fastest_broadcast,0.0,29.261915000000002,validation,58.745999999999995,1
678.4341911033333,0.0,115.86704959999999,144.0,fastest_broadcast_cfg006,fastest_broadcast,0.0,29.261915000000002,validation,58.745999999999995,1
678.4341911033333,0.0,115.86704959999999,144.0,fastest_broadcast_cfg007,fastest_broadcast,0.0,29.261915000000002,validation,58.745999999999995,1
47.94572642333333,0.0,71.6104602,144.0,fastest_broadcast_cfg008,fastest_broadcast,0.0,2.9261915,validation,39.4103406,1
47.94572642333333,0.0,71.6104602,144.0,fastest_broadcast_cfg009,fastest_broadcast,0.0,2.9261915,validation,39.4103406,1
47.94572642333333,0.0,71.6104602,144.0,fastest_broadcast_cfg010,fastest_broadcast,0.0,2.9261915,validation,39.4103406,1
93.14796134,0.0,71.81222020000001,144.0,fastest_broadcast_cfg011,fastest_broadcast,0.0,2.9261915,validation,40.296595800000006,1
93.14796134,0.0,71.81222020000001,144.0,fastest_broadcast_cfg012,fastest_broadcast,0.0,2.9261915,validation,40.296595800000006,1
48.08633683333333,0.0,74.947648,144.0,fastest_broadcast_cfg016,fastest_broadcast,0.0,2.9261915,validation,40.296595800000006,1
48.08633683333333,0.0,74.947648,144.0,fastest_broadcast_cfg017,fastest_broadcast,0.0,2.9261915,validation,40.296595800000006,1
48.08633683333333,0.0,74.947648,144.0,fastest_broadcast_cfg018,fastest_broadcast,0.0,2.9261915,validation,40.296595800000006,1
93.39229357333333,0.0,69.3069268,144.0,fastest_broadcast_cfg019,fastest_broadcast,0.0,2.9261915,validation,40.156527,1
93.39229357333333,0.0,69.3069268,144.0,fastest_broadcast_cfg020,fastest_broadcast,0.0,2.9261915,validation,40.156527,1
18.742407873333335,0.3680555555555556,78.69539350999999,144.0,pressure_backpressure_cfg000,pressure_backpressure,0.0,4.6906,validation,28.87869834,1
18.60748034,0.4097222222222222,81.0458945,144.0,pressure_backpressure_cfg001,pressure_backpressure,0.0,1.575,validation,31.643245999999998,1
15.782670246666667,0.4861111111111111,98.24296100000001,144.0,pressure_backpressure_cfg002,pressure_backpressure,0.0,5.6193,validation,29.572513,1
18.744070966666666,0.3680555555555556,79.35948313,144.0,pressure_backpressure_cfg003,pressure_backpressure,0.0,3.5,validation,30.97037171,1
15.455672463333334,0.5,81.45394075,144.0,pressure_backpressure_cfg004,pressure_backpressure,0.0,8.480355,validation,26.754116000000003,1
17.691784643333335,0.3888888888888889,66.79972975,144.0,pressure_backpressure_cfg005,pressure_backpressure,0.0,3.5,validation,28.147779,1
16.82312052,0.4375,61.694332,144.0,pressure_backpressure_cfg006,pressure_backpressure,0.0,3.5,validation,29.818869000000003,1
15.932676023333334,0.5347222222222222,59.421969999999995,144.0,pressure_backpressure_cfg007,pressure_backpressure,0.0,11.725,validation,29.10185596,1
21.683143696666665,0.2222222222222222,79.93802218,144.0,pressure_backpressure_cfg008,pressure_backpressure,0.0,6.6782699999999995,validation,30.902041089999997,1
20.393044363333335,0.2986111111111111,85.63759193,144.0,pressure_backpressure_cfg009,pressure_backpressure,0.0,5.4268,validation,30.278839979999997,1
20.98162234,0.2569444444444444,74.72161886999999,144.0,pressure_backpressure_cfg011,pressure_backpressure,0.0,5.4268,validation,29.82486764,1
19.61132234,0.4027777777777778,95.50168375,144.0,pressure_backpressure_cfg012,pressure_backpressure,0.0,13.844299999999999,validation,32.68313025,1
20.318333069999998,0.3125,69.51647113,144.0,pressure_backpressure_cfg013,pressure_backpressure,0.0,5.6193,validation,28.46968844,1
20.620030986666666,0.3819444444444444,61.71182,144.0,pressure_backpressure_cfg014,pressure_backpressure,0.0,3.5,validation,30.50136628,1
19.66648382,0.4513888888888889,63.59149125000001,144.0,pressure_backpressure_cfg015,pressure_backpressure,0.0,11.725,validation,32.62796924999999,1
27.131902003333334,0.10416666666666667,70.50590739999998,144.0,pressure_backpressure_cfg016,pressure_backpressure,0.0,13.16786175,validation,36.47179866,1
24.295220970000003,0.1527777777777778,76.50901513,144.0,pressure_backpressure_cfg017,pressure_backpressure,0.0,9.87311475,validation,36.05510475,1
21.169358246666665,0.3125,107.51510233,144.0,pressure_backpressure_cfg018,pressure_backpressure,0.0,15.571265,validation,33.476604609999995,1
25.429990399999998,0.14583333333333334,78.75418058,144.0,pressure_backpressure_cfg019,pressure_backpressure,0.0,12.612309999999999,validation,34.99843602,1
21.412053303333334,0.3055555555555556,104.9697246,144.0,pressure_backpressure_cfg020,pressure_backpressure,0.0,14.959879999999998,validation,32.87037743,1
24.52259436,0.2152777777777778,67.06171617,144.0,pressure_backpressure_cfg021,pressure_backpressure,0.0,10.511149999999999,validation,32.953144699999996,1
22.76207006,0.25,69.42868063,144.0,pressure_backpressure_cfg022,pressure_backpressure,0.0,9.32055,validation,33.0045317,1
20.784004749999998,0.3888888888888889,66.829283,144.0,pressure_backpressure_cfg023,pressure_backpressure,0.0,11.725,validation,30.94250178,1
12.358164963333335,0.14583333333333334,76.91431155000001,144.0,progress_guarded_cpb_cfg001,progress_guarded_cpb,0.14583333333333334,4.3225,validation,34.6016646,1
15.57271105333333,0.09722222222222222,66.11637169999999,144.0,progress_guarded_cpb_cfg002,progress_guarded_cpb,0.1388888888888889,4.976862499999999,validation,34.911876400000004,1
11.727795756666668,0.06944444444444445,69.17930759999999,144.0,progress_guarded_cpb_cfg003,progress_guarded_cpb,0.1111111111111111,6.0761915,validation,34.302667,1
11.369972173333332,0.1597222222222222,54.80412715,144.0,progress_guarded_cpb_cfg004,progress_guarded_cpb,0.1736111111111111,1.1724999999999999,validation,32.8899016,1
8.715188686666666,0.14583333333333334,59.8845886,144.0,progress_guarded_cpb_cfg005,progress_guarded_cpb,0.1111111111111111,5.1887925,validation,33.445705000000004,1
16.675032583333333,0.05555555555555555,73.87895184999999,144.0,progress_guarded_cpb_cfg006,progress_guarded_cpb,0.11805555555555555,6.0761915,validation,34.6140196,1
11.859215389999997,0.18055555555555555,65.64281615,144.0,progress_guarded_cpb_cfg007,progress_guarded_cpb,0.14583333333333334,4.3225,validation,35.7111374,1
17.94595965666667,0.1111111111111111,75.62277395,144.0,progress_guarded_cpb_cfg008,progress_guarded_cpb,0.1111111111111111,2.3503524999999996,validation,34.31951960000001,1
17.00098864,0.0625,65.20800129999999,144.0,progress_guarded_cpb_cfg009,progress_guarded_cpb,0.11805555555555555,2.9261915,validation,33.796743,1
14.86935727,0.1527777777777778,59.98874264999999,144.0,progress_guarded_cpb_cfg010,progress_guarded_cpb,0.1597222222222222,4.3225,validation,34.3390952,1
12.71071009,0.11805555555555555,61.55452794999999,144.0,progress_guarded_cpb_cfg011,progress_guarded_cpb,0.125,2.1384225,validation,34.402586,1
20.50425045,0.1388888888888889,75.95873765,144.0,progress_guarded_cpb_cfg012,progress_guarded_cpb,0.125,2.0387925,validation,35.9932558,1
17.0914146,0.0625,69.94649185,144.0,progress_guarded_cpb_cfg013,progress_guarded_cpb,0.1111111111111111,2.9261915,validation,33.8009944,1
15.426142946666667,0.1597222222222222,73.5859296,144.0,progress_guarded_cpb_cfg014,progress_guarded_cpb,0.16666666666666666,1.1724999999999999,validation,35.5593464,1
14.961823673333333,0.1111111111111111,66.33648059999999,144.0,progress_guarded_cpb_cfg015,progress_guarded_cpb,0.125,5.5003525,validation,34.9062548,1
21.556873633333336,0.13194444444444445,59.876565,144.0,progress_guarded_cpb_cfg016,progress_guarded_cpb,0.08333333333333333,2.1036915,validation,34.629046,1
15.812237996666667,0.1597222222222222,59.04753289999999,144.0,progress_guarded_cpb_cfg017,progress_guarded_cpb,0.1527777777777778,4.3225,validation,34.7275962,1
27.517139236666665,0.16666666666666666,65.12341219999999,144.0,progress_guarded_cpb_cfg018,progress_guarded_cpb,0.05555555555555555,2.0387925,validation,34.9016596,1
22.649049666666667,0.1875,66.01462464999999,144.0,progress_guarded_cpb_cfg020,progress_guarded_cpb,0.09722222222222222,1.1724999999999999,validation,35.8932094,1
16.90086956,0.11805555555555555,72.4411138,144.0,progress_guarded_cpb_cfg021,progress_guarded_cpb,0.1388888888888889,2.0387925,validation,35.668980399999995,1
18.99358527,0.05555555555555555,68.13952359999999,144.0,progress_guarded_cpb_cfg022,progress_guarded_cpb,0.10416666666666667,2.9261915,validation,34.027338400000005,1
15.368987420000002,0.1527777777777778,62.0868416,144.0,progress_guarded_cpb_cfg023,progress_guarded_cpb,0.1597222222222222,4.3225,validation,37.070948,1
787.74911801,0.0,178.5583264,144.0,semantic_value_cfg001,semantic_value,0.0,29.261915000000002,validation,58.420099199999996,1
736.4561655933334,0.0,177.5401368,144.0,semantic_value_cfg002,semantic_value,0.0,29.261915000000002,validation,58.3467042,1
800.65497088,0.0,179.39299880000002,144.0,semantic_value_cfg003,semantic_value,0.0,29.261915000000002,validation,58.51436699999999,1
732.2326799399999,0.020833333333333332,177.36761845,144.0,semantic_value_cfg004,semantic_value,0.0,29.261915000000002,validation,58.3467042,1
794.7253335466667,0.020833333333333332,179.22048045000003,144.0,semantic_value_cfg005,semantic_value,0.0,29.261915000000002,validation,58.51436699999999,1
776.5419733366666,0.034722222222222224,178.26683235000002,144.0,semantic_value_cfg006,semantic_value,0.0,29.261915000000002,validation,58.420099199999996,1
718.5892499966667,0.05555555555555555,177.0394905,144.0,semantic_value_cfg007,semantic_value,0.0,29.261915000000002,validation,58.3467042,1
652.3247298033334,0.0,151.1781484,144.0,semantic_value_cfg009,semantic_value,0.0,21.466061000000003,validation,57.843679800000004,1
587.9739884,0.0,133.2019784,144.0,semantic_value_cfg010,semantic_value,0.0,19.367954,validation,57.7352118,1
686.4507395333334,0.0,177.1340702,144.0,semantic_value_cfg011,semantic_value,0.0,29.261915000000002,validation,57.961579799999996,1
583.7505027466667,0.020833333333333332,133.02946005,144.0,semantic_value_cfg012,semantic_value,0.0,19.367954,validation,57.7352118,1
680.5211022033334,0.020833333333333332,176.96155185,144.0,semantic_value_cfg013,semantic_value,0.0,29.261915000000002,validation,57.961579799999996,1
641.11758513,0.034722222222222224,150.88665435000001,144.0,semantic_value_cfg014,semantic_value,0.0,21.466061000000003,validation,57.843679800000004,1
570.1070728033333,0.05555555555555555,132.7013321,144.0,semantic_value_cfg015,semantic_value,0.0,19.367954,validation,57.7352118,1
481.17816766000004,0.0,132.685741,144.0,semantic_value_cfg017,semantic_value,0.0,19.367954,validation,55.458391799999994,1
413.3143122033334,0.0,101.72470059999999,144.0,semantic_value_cfg018,semantic_value,0.0,15.862904,validation,53.579117999999994,1
502.8213875933333,0.0,133.2019784,144.0,semantic_value_cfg019,semantic_value,0.0,19.367954,validation,56.28701279999999,1
409.84784321333336,0.020833333333333332,101.55218224999999,144.0,semantic_value_cfg020,semantic_value,0.0,15.862904,validation,53.579117999999994,1
496.89175026333334,0.020833333333333332,133.02946005,144.0,semantic_value_cfg021,semantic_value,0.0,19.367954,validation,56.28701279999999,1
469.97102298000004,0.034722222222222224,132.39424695,144.0,semantic_value_cfg022,semantic_value,0.0,19.367954,validation,55.458391799999994,1
399.40615494,0.05555555555555555,101.22405429999999,144.0,semantic_value_cfg023,semantic_value,0.0,15.862904,validation,53.579117999999994,1
440.4761338766666,0.4722222222222222,57.210317749999994,144.0,state_aware_aoii_cfg005,state_aware_aoii,0.0,15.6195,validation,50.412099999999995,1
440.4761338766666,0.4722222222222222,57.210317749999994,144.0,state_aware_aoii_cfg006,state_aware_aoii,0.0,15.6195,validation,50.412099999999995,1
383.8926455033333,0.5208333333333334,56.950034499999994,144.0,state_aware_aoii_cfg007,state_aware_aoii,0.0,15.6195,validation,49.180036,1
63.02364616333333,0.7083333333333334,20.57244,144.0,state_aware_aoii_cfg015,state_aware_aoii,0.0,8.225,validation,37.164676,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg016,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg017,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg018,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg019,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg020,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg021,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg022,state_aware_aoii,0.0,0.0,validation,19.14034,1
10.597352713333335,0.8958333333333334,0.0,144.0,state_aware_aoii_cfg023,state_aware_aoii,0.0,0.0,validation,19.14034,1
36.846828906666666,0.11805555555555555,77.3547605,144.0,static_cpb_cfg000,static_cpb,0.2847222222222222,8.7349,validation,33.456171999999995,1
29.609770846666667,0.11805555555555555,72.11173975,144.0,static_cpb_cfg002,static_cpb,0.2916666666666667,8.7349,validation,31.849572000000002,1
34.15488747,0.13194444444444445,63.129864,144.0,static_cpb_cfg003,static_cpb,0.2847222222222222,5.6193,validation,29.4844,1
26.333002023333336,0.13194444444444445,58.858564,144.0,static_cpb_cfg004,static_cpb,0.2916666666666667,5.6193,validation,29.4844,1
27.281313276666666,0.1527777777777778,46.816872,144.0,static_cpb_cfg006,static_cpb,0.2986111111111111,3.5,validation,29.4844,1
22.30946328,0.1527777777777778,46.816872,144.0,static_cpb_cfg007,static_cpb,0.3055555555555556,3.5,validation,28.2975,1
44.11632565666667,0.125,71.513823,144.0,static_cpb_cfg011,static_cpb,0.2777777777777778,5.6193,validation,30.704944,1
37.205475623333335,0.1388888888888889,56.49346399999999,144.0,static_cpb_cfg014,static_cpb,0.2847222222222222,5.6193,validation,31.0868,1
31.249435386666665,0.1388888888888889,56.49346399999999,144.0,static_cpb_cfg015,static_cpb,0.2916666666666667,5.6193,validation,29.4844,1
53.78697985,0.11805555555555555,76.535212,144.0,static_cpb_cfg019,static_cpb,0.2708333333333333,8.7349,validation,33.2796,1
46.377424319999996,0.11805555555555555,76.535212,144.0,static_cpb_cfg020,static_cpb,0.2777777777777778,8.7349,validation,32.061428,1
45.80421202333334,0.13194444444444445,62.428223,144.0,static_cpb_cfg022,static_cpb,0.2708333333333333,5.6193,validation,32.516828,1
41.11073755,0.13194444444444445,58.858564,144.0,static_cpb_cfg023,static_cpb,0.2777777777777778,5.6193,validation,32.304972,1
